gene,phenotype,chromosome,start,end,bf_common,bf_rare,huge,position,logHugeScore,range
"SUPV3L1","CHOL","10",70939990,70968855,45,1,45,"10 : 70939990 - 70968855",3.8066624897703196,"Very strong"
"TOMM40","CHOL","19",45393826,45406946,45,1,45,"19 : 45393826 - 45406946",3.8066624897703196,"Very strong"
"AC078899.5","CHOL","19",20473327,20473432,45,1,45,"19 : 20473327 - 20473432",3.8066624897703196,"Very strong"
"C7orf50","CHOL","7",1036622,1177896,45,1,45,"7 : 1036622 - 1177896",3.8066624897703196,"Very strong"
"EEFSEC","CHOL","3",127872324,128127489,45,1,45,"3 : 127872324 - 128127489",3.8066624897703196,"Very strong"
"EMSY","CHOL","11",76155967,76264075,45,1,45,"11 : 76155967 - 76264075",3.8066624897703196,"Very strong"
"ENSG00000274769","CHOL","2",61342922,61391960,45,1,45,"2 : 61342922 - 61391960",3.8066624897703196,"Very strong"
"FGF3","CHOL","11",69624736,69634184,45,1,45,"11 : 69624736 - 69634184",3.8066624897703196,"Very strong"
"HEMK1","CHOL","3",50606583,50633599,45,1,45,"3 : 50606583 - 50633599",3.8066624897703196,"Very strong"
"MCMBP","CHOL","10",121588916,121652068,45,1,45,"10 : 121588916 - 121652068",3.8066624897703196,"Very strong"
"SCCPDH","CHOL","1",246887711,246931439,45,1,45,"1 : 246887711 - 246931439",3.8066624897703196,"Very strong"
"STXBP6","CHOL","14",25278660,25519353,45,1,45,"14 : 25278660 - 25519353",3.8066624897703196,"Very strong"
"USP39","CHOL","2",85829979,85876406,45,1,45,"2 : 85829979 - 85876406",3.8066624897703196,"Very strong"
"ADAMTS3","CHOL","4",73146686,73434938,45,1,45,"4 : 73146686 - 73434938",3.8066624897703196,"Very strong"
"AGBL4-IT1","CHOL","1",49839873,49937757,45,1,45,"1 : 49839873 - 49937757",3.8066624897703196,"Very strong"
"BIRC6","CHOL","2",32582091,32844638,45,1,45,"2 : 32582091 - 32844638",3.8066624897703196,"Very strong"
"CBLB","CHOL","3",105374305,105588396,45,1,45,"3 : 105374305 - 105588396",3.8066624897703196,"Very strong"
"ENSG00000233415","CHOL","20",38660227,38672531,45,1,45,"20 : 38660227 - 38672531",3.8066624897703196,"Very strong"
"MAP3K5","CHOL","6",136878184,137114235,45,1,45,"6 : 136878184 - 137114235",3.8066624897703196,"Very strong"
"RPL9P8","CHOL","15",83041000,83125316,45,1,45,"15 : 83041000 - 83125316",3.8066624897703196,"Very strong"
"SYNE2","CHOL","14",64228617,64693151,45,1,45,"14 : 64228617 - 64693151",3.8066624897703196,"Very strong"
"TBC1D14","CHOL","4",6910969,7034845,45,1,45,"4 : 6910969 - 7034845",3.8066624897703196,"Very strong"
"UBASH3B","CHOL","11",122526430,122685181,45,1,45,"11 : 122526430 - 122685181",3.8066624897703196,"Very strong"
"LINC02735","CHOL","11",56615954,56645554,45,1,45,"11 : 56615954 - 56645554",3.8066624897703196,"Very strong"
"MYH16","CHOL","7",98836452,98904432,45,1,45,"7 : 98836452 - 98904432",3.8066624897703196,"Very strong"
"POLG2","CHOL","17",62473902,62493172,45,1,45,"17 : 62473902 - 62493172",3.8066624897703196,"Very strong"
"PPARD","CHOL","6",35310335,35395968,45,1,45,"6 : 35310335 - 35395968",3.8066624897703196,"Very strong"
"SLC38A4","CHOL","12",47158544,47226191,45,1,45,"12 : 47158544 - 47226191",3.8066624897703196,"Very strong"
"THOP1","CHOL","19",2785501,2815805,45,1,45,"19 : 2785501 - 2815805",3.8066624897703196,"Very strong"
"AC018755.2","CHOL","19",52114213,52133654,45,1,45,"19 : 52114213 - 52133654",3.8066624897703196,"Very strong"
"BPTF","CHOL","17",65821619,65980494,45,1,45,"17 : 65821619 - 65980494",3.8066624897703196,"Very strong"
"ENSG00000225173","CHOL","6",28805017,28806835,45,1,45,"6 : 28805017 - 28806835",3.8066624897703196,"Very strong"
"ENSG00000227206","CHOL","6",29091987,29096685,45,1,45,"6 : 29091987 - 29096685",3.8066624897703196,"Very strong"
"SDR9C7","CHOL","12",57316917,57328192,45,1,45,"12 : 57316917 - 57328192",3.8066624897703196,"Very strong"
"TOM1","CHOL","22",35695268,35743985,45,1,45,"22 : 35695268 - 35743985",3.8066624897703196,"Very strong"
"AC096558.2","CHOL","2",144053155,144329674,45,1,45,"2 : 144053155 - 144329674",3.8066624897703196,"Very strong"
"ARHGEF15","CHOL","17",8213559,8225832,45,1,45,"17 : 8213559 - 8225832",3.8066624897703196,"Very strong"
"CTLA4","CHOL","2",204718611,204738688,45,1,45,"2 : 204718611 - 204738688",3.8066624897703196,"Very strong"
"ENSG00000257958","CHOL","12",115515130,115517958,45,1,45,"12 : 115515130 - 115517958",3.8066624897703196,"Very strong"
"ENSG00000293349","CHOL","4",40044537,40058819,45,1,45,"4 : 40044537 - 40058819",3.8066624897703196,"Very strong"
"HLF","CHOL","17",53342321,53402548,45,1,45,"17 : 53342321 - 53402548",3.8066624897703196,"Very strong"
"KMT5A","CHOL","12",123868679,123893900,45,1,45,"12 : 123868679 - 123893900",3.8066624897703196,"Very strong"
"LPA","CHOL","6",160952514,161085307,45,1,45,"6 : 160952514 - 161085307",3.8066624897703196,"Very strong"
"PKN3","CHOL","9",131464782,131483195,45,1,45,"9 : 131464782 - 131483195",3.8066624897703196,"Very strong"
"RP1","CHOL","8",55421982,55784280,45,1,45,"8 : 55421982 - 55784280",3.8066624897703196,"Very strong"
"ABO","CHOL","9",136108665,136151440,45,1,45,"9 : 136108665 - 136151440",3.8066624897703196,"Very strong"
"CREB3L3","CHOL","19",4153628,4173051,45,1,45,"19 : 4153628 - 4173051",3.8066624897703196,"Very strong"
"SAFB2","CHOL","19",5587010,5624057,45,1,45,"19 : 5587010 - 5624057",3.8066624897703196,"Very strong"
"SERTAD2","CHOL","2",64858755,64978139,45,1,45,"2 : 64858755 - 64978139",3.8066624897703196,"Very strong"
"WASHC3","CHOL","12",102406618,102455927,45,1,45,"12 : 102406618 - 102455927",3.8066624897703196,"Very strong"
"ATG16L1","CHOL","2",234118697,234204320,45,1,45,"2 : 234118697 - 234204320",3.8066624897703196,"Very strong"
"ENSG00000219391","CHOL","2",44293033,44293293,45,1,45,"2 : 44293033 - 44293293",3.8066624897703196,"Very strong"
"ENSG00000285877","CHOL","17",65240398,65269619,45,1,45,"17 : 65240398 - 65269619",3.8066624897703196,"Very strong"
"ENSG00000287885","CHOL","16",54404177,54408640,45,1,45,"16 : 54404177 - 54408640",3.8066624897703196,"Very strong"
"LINC01482","CHOL","17",66587937,66760023,45,1,45,"17 : 66587937 - 66760023",3.8066624897703196,"Very strong"
"PDIK1L","CHOL","1",26437656,26452046,45,1,45,"1 : 26437656 - 26452046",3.8066624897703196,"Very strong"
"ST7L","CHOL","1",113066136,113163447,45,1,45,"1 : 113066136 - 113163447",3.8066624897703196,"Very strong"
"VIL1","CHOL","2",219283844,219318018,45,1,45,"2 : 219283844 - 219318018",3.8066624897703196,"Very strong"
"AKR1D1","CHOL","7",137687070,137803051,45,1,45,"7 : 137687070 - 137803051",3.8066624897703196,"Very strong"
"ASXL2","CHOL","2",25956622,26101356,45,1,45,"2 : 25956622 - 26101356",3.8066624897703196,"Very strong"
"ENTPD4-DT","CHOL","8",23316114,23342484,45,1,45,"8 : 23316114 - 23342484",3.8066624897703196,"Very strong"
"FUT6","CHOL","19",5830419,5839733,45,1,45,"19 : 5830419 - 5839733",3.8066624897703196,"Very strong"
"RNU1-96P","CHOL","3",27555362,27555523,45,1,45,"3 : 27555362 - 27555523",3.8066624897703196,"Very strong"
"ST6GAL1","CHOL","3",186648114,186796341,45,1,45,"3 : 186648114 - 186796341",3.8066624897703196,"Very strong"
"TMEM59","CHOL","1",54492354,54519177,45,1,45,"1 : 54492354 - 54519177",3.8066624897703196,"Very strong"
"ASAH2B","CHOL","10",52499078,52576255,45,1,45,"10 : 52499078 - 52576255",3.8066624897703196,"Very strong"
"ENSG00000241057","CHOL","7",44001189,44012922,45,1,45,"7 : 44001189 - 44012922",3.8066624897703196,"Very strong"
"HIC2","CHOL","22",21771660,21805752,45,1,45,"22 : 21771660 - 21805752",3.8066624897703196,"Very strong"
"IPP","CHOL","1",46159996,46216325,45,1,45,"1 : 46159996 - 46216325",3.8066624897703196,"Very strong"
"SOX6","CHOL","11",15987995,16761138,45,1,45,"11 : 15987995 - 16761138",3.8066624897703196,"Very strong"
"THRB","CHOL","3",24158644,24537247,45,1,45,"3 : 24158644 - 24537247",3.8066624897703196,"Very strong"
"VEGFA","CHOL","6",43737921,43754224,45,1,45,"6 : 43737921 - 43754224",3.8066624897703196,"Very strong"
"AKR1C4","CHOL","10",5237425,5260912,45,1,45,"10 : 5237425 - 5260912",3.8066624897703196,"Very strong"
"CDCA2","CHOL","8",25316715,25365427,45,1,45,"8 : 25316715 - 25365427",3.8066624897703196,"Very strong"
"ELF1","CHOL","13",41506060,41635576,45,1,45,"13 : 41506060 - 41635576",3.8066624897703196,"Very strong"
"LINC01723","CHOL","20",12930936,12989065,45,1,45,"20 : 12930936 - 12989065",3.8066624897703196,"Very strong"
"LINC02547","CHOL","11",12052422,12083332,45,1,45,"11 : 12052422 - 12083332",3.8066624897703196,"Very strong"
"PLCG1","CHOL","20",39765600,39825441,45,1,45,"20 : 39765600 - 39825441",3.8066624897703196,"Very strong"
"RNU6-450P","CHOL","17",57924799,57924905,45,1,45,"17 : 57924799 - 57924905",3.8066624897703196,"Very strong"
"ZNF329","CHOL","19",58637615,58666477,45,1,45,"19 : 58637615 - 58666477",3.8066624897703196,"Very strong"
"AC140061.1","CHOL","12",50706112,50706217,45,1,45,"12 : 50706112 - 50706217",3.8066624897703196,"Very strong"
"CTD-2521M24.9","CHOL","19",17516503,17529713,45,1,45,"19 : 17516503 - 17529713",3.8066624897703196,"Very strong"
"LINC00402","CHOL","13",74805538,74834113,45,1,45,"13 : 74805538 - 74834113",3.8066624897703196,"Very strong"
"MAFB","CHOL","20",39314488,39317876,45,1,45,"20 : 39314488 - 39317876",3.8066624897703196,"Very strong"
"NAT1","CHOL","8",18027986,18081198,45,1,45,"8 : 18027986 - 18081198",3.8066624897703196,"Very strong"
"SEMA3F","CHOL","3",50192478,50226508,45,1,45,"3 : 50192478 - 50226508",3.8066624897703196,"Very strong"
"ZNF285","CHOL","19",44886460,44905774,45,1,45,"19 : 44886460 - 44905774",3.8066624897703196,"Very strong"
"ZNF587B","CHOL","19",58331089,58357606,45,1,45,"19 : 58331089 - 58357606",3.8066624897703196,"Very strong"
"ASAP3","CHOL","1",23755056,23811130,45,1,45,"1 : 23755056 - 23811130",3.8066624897703196,"Very strong"
"CALB2","CHOL","16",71392616,71424339,45,1,45,"16 : 71392616 - 71424339",3.8066624897703196,"Very strong"
"CMTM4","CHOL","16",66648653,66730646,45,1,45,"16 : 66648653 - 66730646",3.8066624897703196,"Very strong"
"ETV5","CHOL","3",185764103,185828107,45,1,45,"3 : 185764103 - 185828107",3.8066624897703196,"Very strong"
"HPR","CHOL","16",72097047,72111145,45,1,45,"16 : 72097047 - 72111145",3.8066624897703196,"Very strong"
"MAP3K8","CHOL","10",30722950,30750762,45,1,45,"10 : 30722950 - 30750762",3.8066624897703196,"Very strong"
"MYO9B","CHOL","19",17186587,17325346,45,1,45,"19 : 17186587 - 17325346",3.8066624897703196,"Very strong"
"NUP210L","CHOL","1",153965166,154127592,45,1,45,"1 : 153965166 - 154127592",3.8066624897703196,"Very strong"
